passenger_id1,passenger_id2,number_of_flight_together,from_date,to_date
2759,4388,7,2017-02-07,2017-03-13
2867,5486,7,2017-02-22,2017-04-29
5949,5989,7,2017-03-05,2017-05-12
1337,5746,7,2017-04-15,2017-07-05
9410,9466,7,2017-05-06,2017-06-27
5546,6805,7,2017-05-10,2017-06-24
762,792,7,2017-01-02,2017-02-19
241,2174,7,2017-01-25,2017-07-29
1482,2717,7,2017-02-02,2017-03-03
1484,1818,7,2017-02-02,2017-03-03
2789,4364,7,2017-02-07,2017-03-14
4607,5494,7,2017-03-10,2017-05-27
8986,8995,7,2017-04-21,2017-05-22
2411,2489,7,2017-01-09,2017-07-18
3151,3188,7,2017-01-11,2017-04-12
4009,4059,7,2017-01-20,2017-03-03
497,3187,7,2017-02-19,2017-07-11
6016,6017,7,2017-03-05,2017-05-03
6063,6096,7,2017-03-05,2017-05-03
2773,6071,7,2017-03-10,2017-05-24
2544,4641,7,2017-03-16,2017-07-23
7866,8209,7,2017-04-17,2017-05-29
901,5482,7,2017-04-20,2017-05-29
3418,8190,7,2017-04-30,2017-06-05
716,1001,7,2017-01-04,2017-01-31
1314,1482,7,2017-02-04,2017-03-10
407,4316,7,2017-02-07,2017-03-13
2982,4139,7,2017-03-21,2017-05-26
6750,7662,7,2017-04-30,2017-06-11
4249,8190,7,2017-04-30,2017-06-05
2345,2945,7,2017-05-19,2017-07-12
167,9282,7,2017-06-14,2017-07-23
2325,2437,7,2017-01-29,2017-04-16
613,1250,7,2017-02-02,2017-07-16
5755,5766,7,2017-02-24,2017-05-12
5720,5954,7,2017-03-10,2017-05-03
6447,8363,7,2017-05-29,2017-07-23
727,773,7,2017-01-02,2017-04-13
2153,2178,7,2017-01-09,2017-04-09
165,3609,7,2017-02-06,2017-05-08
6049,6071,7,2017-03-05,2017-05-03
7463,7476,7,2017-03-17,2017-04-29
6813,7082,7,2017-04-17,2017-05-29
701,4178,7,2017-04-29,2017-06-08
2886,8068,7,2017-05-01,2017-06-05
4034,8983,7,2017-05-07,2017-06-20
2123,3172,7,2017-01-20,2017-05-13
5319,5370,7,2017-02-13,2017-04-10
4441,5100,7,2017-02-24,2017-05-10
1733,6338,7,2017-04-25,2017-07-30
5490,8068,7,2017-05-01,2017-06-05
4449,5683,7,2017-05-18,2017-07-15
407,2789,7,2017-02-02,2017-03-03
7543,7575,7,2017-03-17,2017-04-29
3735,8353,7,2017-04-22,2017-07-12
382,9066,7,2017-05-22,2017-07-11
392,5330,7,2017-05-24,2017-07-21
10806,10819,7,2017-06-16,2017-07-23
792,797,7,2017-01-02,2017-02-19
2279,2295,7,2017-01-09,2017-02-26
2573,3104,7,2017-01-21,2017-02-17
4373,4395,7,2017-01-24,2017-03-03
4339,4353,7,2017-01-24,2017-03-03
5458,5466,7,2017-02-17,2017-04-05
1884,4412,7,2017-02-28,2017-05-03
3590,8353,7,2017-04-07,2017-05-19
5411,7872,7,2017-04-22,2017-06-26
5668,5795,7,2017-05-01,2017-06-11
2960,4850,7,2017-05-11,2017-06-24
8961,10346,7,2017-05-30,2017-07-05
275,299,7,2017-01-01,2017-02-03
1423,1452,7,2017-01-04,2017-04-10
6242,6294,7,2017-03-07,2017-05-19
3330,7662,7,2017-04-20,2017-05-29
2544,3837,7,2017-04-27,2017-07-23
821,873,7,2017-01-02,2017-05-23
1328,1381,7,2017-01-03,2017-04-09
1548,1586,7,2017-01-07,2017-03-20
3019,3039,7,2017-01-10,2017-02-27
4614,4674,7,2017-02-02,2017-03-13
975,4388,7,2017-02-07,2017-03-13
4990,6001,7,2017-03-10,2017-06-28
2294,5443,7,2017-03-10,2017-05-09
4674,6039,7,2017-03-10,2017-05-09
7820,8209,7,2017-04-17,2017-05-29
92,7810,7,2017-06-08,2017-07-24
237,241,7,2017-01-01,2017-07-26
2567,2570,7,2017-01-10,2017-02-11
368,3413,7,2017-01-17,2017-04-22
4025,4044,7,2017-01-20,2017-03-03
4611,4630,7,2017-02-02,2017-03-14
1378,4121,7,2017-02-05,2017-07-18
2759,4399,7,2017-02-07,2017-03-13
5411,5482,7,2017-02-17,2017-05-19
6622,6668,7,2017-03-15,2017-06-20
2062,5885,7,2017-03-27,2017-05-29
4404,5944,7,2017-04-08,2017-06-10
6017,6809,7,2017-04-13,2017-06-04
592,5812,7,2017-04-25,2017-07-01
258,5081,7,2017-04-30,2017-07-23
4820,7898,7,2017-05-22,2017-07-11
727,795,7,2017-01-02,2017-07-12
2108,2117,7,2017-01-09,2017-07-18
3104,3180,7,2017-01-11,2017-02-03
3512,3545,7,2017-01-15,2017-04-17
3829,3875,7,2017-01-19,2017-06-30
4013,4053,7,2017-01-20,2017-03-03
4009,4052,7,2017-01-20,2017-03-03
5959,5962,7,2017-03-05,2017-04-22
6049,6075,7,2017-03-05,2017-05-03
3544,4316,7,2017-03-10,2017-05-09
4969,6039,7,2017-03-10,2017-05-09
6069,6896,7,2017-04-13,2017-06-30
4820,9066,7,2017-05-22,2017-07-11
3802,9069,7,2017-06-08,2017-07-24
3367,3380,7,2017-01-13,2017-04-12
3536,3578,7,2017-01-15,2017-04-09
437,1818,7,2017-02-02,2017-05-24
1464,2867,7,2017-02-02,2017-03-03
2959,4053,7,2017-02-07,2017-03-13
2939,4009,7,2017-02-07,2017-05-12
5076,5092,7,2017-02-12,2017-04-23
1884,3544,7,2017-02-28,2017-05-03
2906,5482,7,2017-04-20,2017-05-29
9453,9482,7,2017-05-06,2017-07-13
3590,8411,7,2017-05-17,2017-06-18
1715,9066,7,2017-05-22,2017-07-11
755,797,7,2017-01-02,2017-05-15
2440,2446,7,2017-01-09,2017-04-08
1576,2674,7,2017-01-13,2017-02-17
4217,4269,7,2017-01-22,2017-07-26
4013,4353,7,2017-01-31,2017-03-10
3920,4609,7,2017-02-28,2017-04-22
2294,4412,7,2017-02-28,2017-05-03
95,7605,7,2017-04-20,2017-05-29
7162,9766,7,2017-05-18,2017-07-07
822,894,7,2017-01-02,2017-03-28
374,727,7,2017-01-04,2017-03-25
266,3104,7,2017-01-13,2017-02-11
4016,4025,7,2017-01-20,2017-03-03
266,2570,7,2017-01-24,2017-02-28
1482,2511,7,2017-02-02,2017-03-03
930,1482,7,2017-02-04,2017-03-10
6069,6077,7,2017-03-05,2017-05-03
3963,4593,7,2017-03-13,2017-04-30
3278,8209,7,2017-04-08,2017-05-19
5819,6242,7,2017-04-12,2017-06-06
3618,4451,7,2017-05-24,2017-07-24
1715,6560,7,2017-06-15,2017-07-18
670,3157,7,2017-01-13,2017-03-24
1696,1818,7,2017-02-02,2017-03-03
5401,5495,7,2017-02-17,2017-04-13
3576,6063,7,2017-03-10,2017-05-09
8411,8485,7,2017-04-05,2017-05-29
479,6113,7,2017-04-24,2017-07-23
2857,5584,7,2017-04-30,2017-07-20
10322,10397,7,2017-05-26,2017-06-27
2857,10322,7,2017-06-05,2017-07-17
205,215,7,2017-01-01,2017-02-03
1963,1982,7,2017-01-08,2017-04-10
3611,3663,7,2017-01-15,2017-07-07
752,3493,7,2017-01-17,2017-03-25
4010,4020,7,2017-01-20,2017-03-21
4364,4388,7,2017-01-24,2017-03-03
1692,3940,7,2017-01-26,2017-03-20
1696,2783,7,2017-02-02,2017-03-03
4957,4972,7,2017-02-09,2017-04-26
959,2734,7,2017-02-15,2017-05-03
5419,5495,7,2017-02-17,2017-04-13
1464,5459,7,2017-02-22,2017-07-28
1078,3930,7,2017-02-28,2017-05-10
1994,5885,7,2017-03-05,2017-05-29
3576,6039,7,2017-03-10,2017-05-09
1677,7866,7,2017-04-22,2017-05-30
258,3021,7,2017-05-17,2017-07-23
10349,10371,7,2017-05-26,2017-06-27
324,395,7,2017-01-01,2017-02-19
2406,2429,7,2017-01-09,2017-04-10
2460,2464,7,2017-01-09,2017-04-16
945,2905,7,2017-01-25,2017-03-28
4665,4671,7,2017-02-02,2017-03-14
2509,4646,7,2017-02-04,2017-03-20
1903,3370,7,2017-02-06,2017-07-14
1696,4066,7,2017-02-07,2017-03-14
4914,4967,7,2017-02-09,2017-03-20
5073,5074,7,2017-02-12,2017-04-21
5423,5498,7,2017-02-17,2017-04-15
5719,5733,7,2017-02-24,2017-04-28
5978,7433,7,2017-04-13,2017-05-09
2612,6051,7,2017-04-13,2017-06-04
11136,11183,7,2017-06-22,2017-07-30
